,Review,date,Location,Language,positive_score,negative_score,polarity_score
3001,"['were', 'there', 'few', 'hours', 'was', 'great', 'checked', '1', 'left', 'at', '11', '30', 'clean', 'and', 'great', 'service', 'read', 'read', 'less']",2019-01-04,,en,3,0,3
3002,"['location', 'great', 'walking', 'distance', 'most', 'entertainment', 'plenty', 'restaurants', 'area', 'felt', 'safe', 'families', 'only', 'complaint', 'relates', 'mattress', 'got', 'huge', 'indentation', 'showing', 'age', 'husband', 'not', 'enjoy', 'sleep', 'all', 'black', 'outs', 'room', 'also', 'had', 'some', 'damage', 'hotel', 'grounds', 'lobby', 'pretty', 'sharp', 'the', 'interior', 'the', 'guestrooms', 'could', 'benefit', 'some', 'updating', 'also', 'read', 'read', 'less']",2019-01-04,,en,6,2,4
3003,"['amenities', 'ok', 'good', 'size', 'pool', 'were', 'disappointed', 'our', 'room', 'smell', 'mildew', 'read', 'read', 'less']",2019-01-04,"Parkland, us",en,1,2,-1
3004,"['pretty', 'however', 'driving', '17', 'hours', 'lady', 'check', 'was', 'quite', 'rule', 'we', 'informed', 'was', 'expedia', 'said', 'oh', '1st', '2nd', 'level', 'we', 'provide', 'elevators', 'did', 'welcome', 'us', 'didn', 'even', 'smile', 'gave', 'us', 'the', 'key', 'cards', 'that', 'was', 'it', 'the', 'doors', 'each', 'room', 'to', 'shut', 'hard', 'would', 'wake', 'everyone', 'wouldn', 't', 'stay', 'again', 'read', 'read', 'less']",2019-01-04,,en,3,1,2
3005,"['slightly', 'dissatisfied', 'room', 'outside', 'space', 'very', 'nice', 'read', 'read', 'less']",2019-01-04,,en,1,1,0
3006,"['nice', 'location', 'hotel', 'pool', 'hotel', 'staff', 'very', 'friendlly', 'read', 'read', 'less']",2019-01-04,,en,1,0,1
3007,"['expensive', 'one', 'night', 'know', 'is', 'orlando', 'i', 't', 'stay', 'again', 'pay', 'price', 'ate', 'the', 'restaurant', 'the', 'minimum', 'priced', 'item', 'the', 'menu', '46', 'manhattan', '11', 'meal', 'two', '150', '00', 'read', 'read', 'less']",2019-01-03,,en,0,1,-1
3008,"['worst', 'hotel', 'silicon', 'valley', 'have', 'ever', 'with', 'unfriendly', 'staff', 'room', 'accessible', 'outside', 'common', 'sv', 'still', 'called', 'hotel', 'be', 'motel', 'based', 'this', 'experience', 'every', 'wyndham', 'property', 'is', 'dead', 'me', 'read', 'read', 'less']",2019-01-03,US,en,1,3,-2
3009,"['céntrico', 'habitaciones', 'pequeñas', 'como', 'en', 'todo', 'manhattan', 'tranquilo', 'read', 'read', 'less']",2019-01-03,Pamplona,es,0,0,0
3010,"['location', 'hotel', 'attending', 'shows', 'madison', 'square', 'garden', 'makes', 'this', 'a', 'perfect', 'choice', 'read', 'read', 'less']",2019-01-03,,en,1,0,1
3011,"['put', 'us', 'sunrise', 'side', 'it', 'old', 'outdated', 'room', 'facing', 'the', 'parking', 'lot', 'hotel', 'plaza', 'blvd', 'noise', 'a', 'concern', 'the', 'accommodation', 'average', 'best', 'read', 'read', 'less']",2019-01-03,,en,1,2,-1
3012,"['room', 'super', 'small', 'move', 'around', 'costly', 'amenities', 'read', 'read', 'less']",2019-01-03,,en,1,1,0
3013,"['paid', 'breakfast', 'hotels', 'com', 'hotel', 'staff', 'hard', 'time', 'find', 'on', 'email', 'reservation', 'finally', 'found', 'but', 'the', 'morning', 'the', 'hotel', 'restaurant', 'told', 'they', 't', 'my', 'name', 'for', 'breakfast', 'was', 'embarrassing', 'least', 'requested', 'a', 'refund', 'salah', 'hamed', 'read', 'read', 'less']",2019-01-03,,en,1,2,-1
3014,"['hotel', 'lobby', 'nice', 'rooms', 'need', 'updating', 'wall', 'paper', 'carpet', 'need', 'replacement', 'water', 'saving', 'toilet', 'needed', 'pressure', 'work', 'properly', 'energetic', 'welcoming', 'staff', 'checkin', 'checkout', 'friendly', 'housekeeping', 'staff', 'read', 'read', 'less']",2019-01-03,,en,5,0,5
3015,"['stay', 'ok', 'place', 'out', 'dated', 'can', 'use', 're', 'model', 'did', 'grade', 'to', 'suite', 'that', 'nice', 'did', 'find', 'roach', 'sliding', 'door', 'thank', 'god', 'was', 'dead', 'let', 'the', 'front', 'desk', 'know', 'also', 'charged', 'an', 'extra', '87', 'some', 'change', 'error', 'said', 'was', 'computer', 'glitch', 'read', 'read', 'less']",2019-01-03,,en,2,3,-1
3016,"['clean', 'spacious', 'room', '7', 'adults', 'close', 'attractions', 'good', 'staff', 'read', 'read', 'less']",2019-01-03,"Hialeah, FL",en,3,0,3
3017,"['amazing', 'experience', 'staff', 'helpful', 'check', 'was', 'efficient', 'room', 'an', 'amazing', 'view', 'manhattan', 'read', 'read', 'less']",2019-01-03,,en,4,0,4
3018,"['stayed', 'two', 'nights', 'it', 'pretty', 'much', 'expected', 'great', 'value', 'for', 'price', 'the', 'room', 'clean', 'pleasant', 'read', 'read', 'less']",2019-01-03,,en,4,0,4
3019,"['room', 'not', 'cleaned', 'i', 'checked', 'very', 'disappointed', 'my', 'stay', 'i', 'stayed', 'many', 'times', 'not', 'anymore', 'read', 'read', 'less']",2019-01-03,,en,0,1,-1
3020,"['l', 'albergo', 'ha', 'rispettato', 'le', 'previsioni', 'il', 'personale', 'è', 'stato', 'gentile', 'e', 'disponibile', 'e', 'ci', 'ha', 'aiutato', 'chiamare', 'un', 'taxi', 'per', 'l', 'aeroporto', 'l', 'unica', 'problema', 'è', 'che', 'risulta', 'abbastanza', 'distante', 'da', 'manhattan', 'read', 'read', 'less']",2019-01-03,Roma,it,0,0,0
3021,"['staff', 'polite', 'helpful', 'room', 'very', 'clean', 'highly', 'recommend', 'read', 'read', 'less']",2019-01-03,,en,4,0,4
3022,"['toilet', 'loose', 'shower', 'head', 'leaked', 'towels', 'very', 'stiff', 'noisy', 'neighbors', 'poor', 'view', 'overall', 'amenities', 'maintenance', 'need', 'be', 'tuned', 'read', 'read', 'less']",2019-01-03,,en,0,4,-4
3023,"['first', 'time', 'the', 'wyndham', 'never', 'staying', 'arrived', 'nye', 'weekend', 'checked', 'around', '7', 'pm', 'arrived', 'the', 'hotel', 'no', 'staff', 'present', 'go', 'the', 'front', 'desk', 'ask', 'help', 'suitcases', 'arrived', 'the', 'room', 'no', 'mini', 'fridge', 'none', 'available', 'terrible', 'situation', 'trying', 'celebrate', 'nye', 'right', 'made', 'organized', 'pile', 'trash', 'bottles', 'the', 'corner', 'be', 'thrown', 'a', 'note', 'asking', 'to', 'vacuum', 'trash', 'thrown', 'no', 'vacuum', 'water', 'questionably', 'warm', 'two', 'creamers', 'provided', 'tv', 'guide', 'confusing', 'wouldn', 't', 'give', 'show', 'names', 'room', 'clean', 'staff', 'friendly', 'would', 'expect', 'a', 'wyndham', 'read', 'read', 'less']",2019-01-03,"Irvine, CA",en,6,4,2
3024,"['room', 'smelling', 'bad', 'we', 'cheeked', 'went', 'switch', 'room', 'front', 'desk', 'gave', 'hard', 'time', 'he', 'want', 'do', 'like', 'fault', 'did', 'not', 'book', 'thru', 'directly', 'get', 'penalized', 'i', 'finally', 'get', 'room', 'i', 'make', 'a', 'seen', 'now', 'new', 'room', 'blows', 'cold', 'air', 'been', 'cold', 'it', 'took', 'days', 'them', 'finally', 'switch', 'room', 'i', 'have', 'stayed', 'this', 'property', 'years', 'it', 'used', 'to', 'be', 'great', 'the', 'new', 'front', 'desk', 'staff', 'is', 'weak', 'customer', 'service', 'read', 'read', 'less']",2019-01-03,Montana,en,2,7,-5
3025,"['poor', 'clean', 'services', 'shutter', 'bus', 'the', 'parks', 'read', 'read', 'less']",2019-01-03,,en,1,1,0
3026,"['pictures', 'make', 'resort', 'seem', 'alot', 'nicer', 'it', 'read', 'read', 'less']",2019-01-03,,en,1,0,1
3027,"['disappointed', 'have', 'change', 'room', 'next', 'one', 'little', 'better', 'cleaning', 'odor', 'the', 'worse', 'read', 'read', 'less']",2019-01-03,,en,1,3,-2
3028,"['everything', 'amazing', 'would', 'highly', 'recommend', 'friends', 'family', 'read', 'read', 'less']",2019-01-03,,en,2,0,2
3029,"['like', 'facilitys', 'the', 'personal', 'the', 'place', 'excelente', 'read', 'read', 'less']",2019-01-03,,en,1,0,1
3030,"['best', 'hotel', 'ever', 'the', 'middle', 'everything', 'nice', 'clean', 'lots', 'fun', 'around', 'all', 'need', 'in', 'read', 'read', 'less']",2019-01-03,,en,4,0,4
3031,"['love', 'able', 'drive', 'the', 'room', 'without', 'to', 'go', 'the', 'lobby', 'checkin', 'extremely', 'slow', 'read', 'read', 'less']",2019-01-03,,en,1,1,0
3032,"['family', 'i', 'orlando', 'visiting', 'family', 'enjoying', 'nearby', 'attractions', 'theme', 'parks', 'long', 'day', 'hoping', 'pull', 'easily', 'accessible', 'parking', 'space', 'near', 'hotel', 'room', 'unfortunately', 'case', 'evening', 'returned', 'property', 'double', 'park', 'car', 'carry', 'sleeping', 'children', 'inside', 'which', 'then', 'had', 'come', 'back', 'look', 'parking', 'a', 'few', 'buildings', 'and', 'walk', 'back', 'room', 'wyndham', 'orlando', 'resort', 'allocate', 'least', 'one', 'parking', 'space', 'per', 'room', 'clearly', 'labeled', 'and', 'conveniently', 'located', 'stay', 'cable', 'also', 'went', 'least', '2', 'days', 'staff', 'acknowledged', 'matter', 'being', 'looked', 'and', 'confirmed', 'technicians', 'site', 'nothing', 'additional', 'done', 'one', 'was', 'able', 'provide', 'an', 'eta', 'when', 'services', 'would', 'restored', 'did', 'the', 'staff', 'offer', 'ways', 'our', 'family', 'keep', 'entertained', 'in', 'our', 'rooms', 'e', 'g', 'portable', 'dvd', 'player', 'board', 'games', 'arts', 'crafts', 'last', 'not', 'least', 'the', 'housekeeping', 'staff', 'failed', 'replenish', 'our', 'towels', 'two', 'occasions', 'the', 'first', 'time', 'let', 'go', 'and', 'made', 'due', 'what', 'had', 'however', 'on', 'the', '2nd', 'incident', 'had', 'reach', 'and', 'ask', 'towels', 'delivered', 'to', 'the', 'room', 'the', 'property', 'was', 'in', 'a', 'prime', 'location', 'for', 'our', 'purposes', 'we', 'unfortunately', 'not', 'be', 'returning', 'read', 'read', 'less']",2019-01-03,"New York, NY",en,6,3,3
3033,"['muy', 'buena', 'experiencia', 'lo', 'recomiendo', 'read', 'read', 'less']",2019-01-03,,es,0,0,0
3034,"['sliding', 'glass', 'door', 'patio', 't', 'work', 'a', 'hard', 'time', 'going', 'the', 'patio', 'although', 'we', 'paid', 'a', 'patio', 'room', 'read', 'read', 'less']",2019-01-03,Palm beach Gardens,en,1,1,0
3035,"['bueno', 'excelente', 'ubicación', 'tremenda', 'limpieza', 'excelente', 'servicio', 'read', 'read', 'less']",2019-01-03,,es,0,0,0
3036,"['nice', 'read', 'read', 'less']",2019-01-02,,en,1,0,1
3037,"['great', 'place', 'stay', 'kids', 'a', 'blast', 'all', 'pools', 'staff', 'great', 'free', 'transportation', 'disney', 'a', 'plus', 'read', 'read', 'less']",2019-01-02,,en,3,0,3
3038,"['only', 'stayed', 'one', 'night', 'we', 'an', 'overnight', 'layover', 'staff', 'shuttle', 'driver', 'friendly', 'enough', 'son', 'really', 'loved', 'monte', 'hotel', 'room', 'run', 'chair', 'falling', 'apart', 'the', 'paint', 'was', 'peeling', 'the', 'room', 'smelled', 'musky', 'was', 'afraid', 'touch', 'anything', 'seriously', 'considered', 'finding', 'another', 'place', 'stay', 'even', 'though', 'was', '1', 'the', 'morning', 'did', 'feel', 'comfortable', 'safe', 'all', 'my', 'two', 'small', 'children', '3', 'year', 'old', '8', 'week', 'old', 'could', 'wait', 'leave', 'place', 'the', 'morning', 'hope', 'didn', 'pick', 'any', 'bed', 'bugs', 'hotel', 'the', 'type', 'place', 'drug', 'deals', 'go', 'in', 'least', 'felt', 'way', 'read', 'read', 'less']",2019-01-02,,en,5,4,1
3039,"['staff', 'amazing', 'so', 'nice', 'the', 'property', 'in', 'great', 'shape', 'will', 'always', 'stay', 'from', 'on', 'read', 'read', 'less']",2019-01-02,,en,3,0,3
3040,"['treated', 'us', 'great', 'since', 'moment', 'walked', 'i', 'stayed', '3', 'different', 'hotels', 'this', 'vacation', 'this', 'one', 'the', 'best', 'read', 'read', 'less']",2019-01-02,New York,en,2,0,2
3041,"['excelente', 'ubicación', 'céntrico', 'con', 'varias', 'tiendas', 'alrededor', 'para', 'poder', 'hacer', 'compras', 'lo', 'mejor', 'esta', 'tres', 'cuadras', 'del', 'empire', 'state', 'read', 'read', 'less']",2019-01-02,,es,0,0,0
3042,"['amazing', 'location', 'thats', 'ends', 'hotel', 'very', 'tired', 'dated', 'fact', 'bit', 'grubby', 'booked', 'rollaway', 'bed', 'direct', 'hotel', 'arrived', '11pm', 'be', 'told', 'none', 'left', 'haggling', 'an', 'hour', 'managed', 'find', 'one', 'it', 'took', 'further', 'hour', 'it', 'be', 'brought', 'the', 'room', '3', 'seperate', 'occasions', 'the', 'room', 'keys', 'work', 'had', 'be', 'reactivated', 'ate', 'in', 'the', 'tick', 'tock', 'diner', '3', 'times', 'waiting', 'staff', 'were', 'lovely', 'on', '2', 'seperare', 'occasions', 'got', 'food', 'wrong', 'is', 'definitely', '4', 'star', 'hotel', 'lije', 'a', '2', 'star', 'plus', 'would', 'definitely', 'not', 'stay', 'or', 'recommend', 'it', 'read', 'more', 'read', 'less']",2019-01-02,Peterborough uk,en,4,2,2
3043,"['convenient', 'location', 'walkable', 'distance', 'time', 'square', 'upgraded', '40', 'night', 'better', 'city', 'view', 'room', 'coffee', 'machine', 'no', 'fridge', 'furniture', 'looked', 'old', 'raining', 'lot', 'new', 'year', 'eve', 'water', 'leaking', 'thru', 'one', 'the', 'windows', 'fact', 'saw', 'bug', 'bath', 'room', 'bath', 'room', 'was', 'clean', 'read', 'read', 'less']",2019-01-02,Chelmsford,en,4,2,2
3044,"['increíble', 'read', 'read', 'less']",2019-01-02,quebradillas,en,0,0,0
3045,"['gustó', 'el', 'hotel', 'muy', 'buena', 'localizacion', 'si', 'vas', 'en', 'plan', 'turístico', 'la', 'habitación', 'muy', 'limpia', 'aunque', 'era', 'estrecha', 'en', 'cuanto', 'al', 'servicio', 'de', 'los', 'restaurante', 'pareció', 'muy', 'malo', 'desatentos', 'demorado', 'personal', 'super', 'descortés', 'read', 'read', 'less']",2019-01-02,,es,1,0,1
3046,"['hôtel', 'très', 'bien', 'situé', 'pas', 'loin', 'de', 'times', 'square', '5', 'mn', 'empire', 'state', 'building', 'subway', 'juste', 'à', 'côté', '5mn', 'du', 'magasin', 'macy', 'madison', 'square', 'garden', 'en', 'face', 'read', 'read', 'less']",2019-01-02,,fr,0,0,0
3047,"['good', 'location', 'nyc', 'definitely', 'recommend', 'read', 'read', 'less']",2019-01-02,,en,2,0,2
3048,"['excelente', 'ubicación', 'para', 'visitar', 'los', 'parques', 'de', 'disney', 'disney', 'springs', 'downtowndisney', 'unos', 'cuantos', 'pasos', 'read', 'read', 'less']",2019-01-02,,es,0,0,0
3049,"['only', 'stayed', 'room', '1am', '11am', 'oh', 'boy', 'it', 'eventful', 'privacy', 'door', 'bathroom', 'close', 'working', 'ice', 'machine', '2', '3', '4', 'the', 'shower', 't', 'turn', 'completely', 'flooded', 'bathroom', '3am', 'toilet', 't', 'work', 'to', 'fix', 'opaque', 'curtains', 't', 'fully', 'shut', 'leaving', 'nice', '3', 'foot', 'gap', 'basically', '0', 'privacy', 'granted', 'didn', 't', 'call', 'the', 'front', 'desk', 'it', 'also', '3am', 'nye', 'read', 'read', 'less']",2019-01-02,,en,3,0,3
3050,"['lobby', 'very', 'nice', 'welcoming', 'however', 'carpet', 'hallway', 'second', 'floor', 'need', 'a', 'serious', 'vacuuming', 'the', 'sink', 'in', 'our', 'room', '278', 'no', 'cold', 'water', 'the', 'tile', 'could', 'been', 'mopped', 'the', 'bed', 'comfortable', 'the', 'pillows', 'awesome', 'read', 'read', 'less']",2019-01-02,"Tracy, CA",en,3,2,1
3051,"['stayed', 'many', 'times', 'while', 'older', 'hotel', 'is', 'pretty', 'well', 'maintained', 'all', 'hotel', 'staff', 'provide', 'good', 'customer', 'service', 'read', 'read', 'less']",2019-01-02,,en,3,0,3
3052,"['la', 'estancia', 'estuvo', 'muy', 'bien', 'solo', 'la', 'caja', 'fuerte', 'estaba', 'en', 'la', 'parte', 'de', 'arriba', 'del', 'closet', 'algo', 'difícil', 'de', 'accesar', 'para', 'alguien', 'que', 'mide', '1', '75m', 'read', 'read', 'less']",2019-01-02,,es,0,0,0
3053,"['spent', 'night', 'new', 'year', 'eve', 'celebrating', 'disneyland', 'check', 'easy', 'receptionist', 'very', 'friendly', 'helpful', 'room', 'clean', 'modern', 'design', 'the', 'king', 'bed', 'was', 'super', 'comfortable', 'we', 'had', 'a', 'great', 'night', 'will', 'definitely', 'stay', 'again', 'read', 'read', 'less']",2019-01-02,Los Angeles,en,8,0,8
3054,"['everything', 'great', 'definitely', 'stay', 'again', 'quick', 'walk', 'disneyland', 'friendly', 'staff', 'room', 'amazing', 'got', 'king', 'suite', 'had', 'nice', 'big', 'tv', 'compared', 'other', 'hotels', 'loved', 'huge', 'tub', 'tub', 'what', 'made', 'want', 'stay', 'read', 'read', 'less']",2019-01-02,,en,5,0,5
3055,"['s', 'close', 'outlet', 'mall', 'free', 'shuttle', 'get', 'there', 'and', 'airport', 'charge', 'parking', 'read', 'read', 'less']",2019-01-02,,en,1,0,1
3056,"['good', 'location', 'friendly', 'staff', 'clean', 'room', 'room', 'service', 'excellent', 'read', 'read', 'less']",2019-01-02,,en,4,0,4
3057,"['room', 'very', 'hot', 'air', 't', 'seem', 'work', 'well', 'were', 'gone', '8', '330', 'no', 'one', 'ever', 'came', 'clean', 'room', 'read', 'read', 'less']",2019-01-02,,en,4,0,4
3058,"['really', 'enjoyed', 'fact', 'this', 'property', 'right', 'heart', 'international', 'drive', 'however', 'property', 'seems', 'staying', 'cable', 'out', 'contacting', 'front', 'desk', 'have', 'call', 'multiple', 'times', 'someone', 'pick', 'property', 'sits', 'open', 'seeing', 'it', 'made', 'multiple', 'buildings', 'elevator', 'if', 'second', 'floor', 'building', 'must', 'carry', 'bags', 'two', 'theee', 'flights', 'of', 'stairs', 'it', 'loud', 'the', 'doors', 'rooms', 'property', 'outdated', 'doors', 'continuously', 'slam', 'night', 'the', 'walls', 'are', 'thin', 'to', 'the', 'point', 'you', 'hear', 'neighbors', 'room', 'is', 'security', 'the', 'property', 'since', 'the', 'gates', 'lock', 'are', 'not', 'controlled', 'accessed', 'anyone', 'walk', 'to', 'your', 'room', 'door', 'the', 'front', 'desk', 'is', 'not', 'really', 'helpful', 'this', 'property', 'is', 'extremely', 'outdated', 'including', 'the', 'beds', 'furniture', 'the', 'rooms', 'well', 'simple', 'things', 'like', 'the', 'blow', 'dryers', 'would', 'not', 'stay', 'read', 'read', 'less']",2019-01-02,,en,5,2,3
3059,"['nightly', 'rate', 'way', 'over', 'priced', 'the', 'room', 'type', 'small', 'room', 'had', 'stain', 'the', 'chairs', 'the', 'pillow', 'cases', 'smelled', 'like', 'wet', 'laundry', 'was', 'room', 'was', 'next', 'the', 'ice', 'machine', 'you', 'hear', 'every', 'time', 'someone', 'would', 'go', 'ice', 's', 'hard', 'find', 'nice', 'place', 'orlando', 'stay', 'a', 'good', 'price', 'anyway', 'spend', 'a', 'lot', 'a', 'next', 'to', 'nothing', 'room', 'like', 'is', 'outrageous', 'read', 'read', 'less']",2019-01-02,,en,4,4,0
3060,"['great', 'location', 'walk', 'restaurants', 'shoppes', 'big', 'property', 'lots', 'places', 'close', 'nice', 'pool', 'walkable', 'areas', 'read', 'read', 'less']",2019-01-02,,en,2,0,2
3061,"['cleaning', 'staff', 'inefficient', 'read', 'read', 'less']",2019-01-02,,en,0,1,-1
3062,"['es', 'el', 'peor', 'resort', 'que', 'comprado', 'en', 'expedia', 'la', 'habitación', 'olía', 'súper', 'mal', 'fue', 'terrible', 'mi', 'estadía', 'deberían', 'devolver', 'el', 'dinero', 'read', 'read', 'less']",2019-01-02,,es,0,1,-1
3063,"['hotel', 'disgusting', 'smelt', 'muggy', 'gross', 'was', 'brown', 'residue', 'bathroom', 'door', 'the', 'shower', 'sheets', 't', 'clean', 'read', 'read', 'less']",2019-01-02,,en,1,3,-2
3064,"['is', 'terrible', 'place', 'stay', 'room', 'horrible', 'hair', 'everywhere', 'lint', 'alarm', 'clock', 'nasty', 'floors', 'nasty', 'room', 'smelled', 'like', 'sewer', 'room', 'in', 'front', 'an', 'ice', 'machine', 't', 'know', 'wrong', 'it', 'there', 'was', 'a', 'puddle', 'water', 'right', 'walked', 'our', 'room', 'i', 'will', 'never', 'stay', 'again', 'i', 'would', 'no', 'means', 'recommend', 'you', 'either', 'very', 'unsatisfied', 'expedia', 'needs', 'to', 'change', 'the', 'rating', 'this', 'hotel', 'read', 'read', 'less']",2019-01-02,"Pikeville, Ky",en,3,7,-4
3065,"['pagamos', 'por', 'hospedarnos', 'en', 'el', 'hotel', '10', 'días', '9', 'noches', 'el', 'aire', 'acondicionado', 'funciona', 'bien', 'hace', 'mucho', 'ruido', 'es', 'imposible', 'dormir', 'lo', 'reportamos', 'pero', 'nunca', 'lo', 'repararon', 'se', 'escucha', 'todo', 'de', 'las', 'habitaciones', 'de', 'al', 'lado', 'imposible', 'descansar', 'si', 'en', 'la', 'habitación', 'contigua', 'están', 'hablando', 'de', '6', 'noches', 'que', 'hemos', 'estado', 'hasta', 'el', 'momento', 'en', 'cuatro', 'ocasiones', 'limpiaron', 'la', 'habitación', 'en', 'las', 'dos', 'únicas', 'oportunidades', 'que', 'lo', 'hicieron', 'el', 'suelo', 'seguía', 'sucio', 'todos', 'los', 'días', 'cuando', 'llegamos', 'de', 'los', 'parques', 'llamamos', 'para', 'reportar', 'que', 'la', 'habitación', 'estaba', 'sucia', 'teníamos', 'toallas', 'la', 'respuesta', 'es', 'que', 'lo', 'sienten', 'mucho', 'que', 'la', 'única', 'forma', 'de', 'ayudarnos', 'es', 'enviarnos', 'toallas', 'muy', 'mal', 'servicio', 'al', 'cliente', 'es', 'un', 'hotel', 'que', 'ni', 'solo', 'para', 'dormir', 'funciona', 'porque', 'no', 'se', 'puede', 'descansar', 'read', 'read', 'less']",2019-01-02,,es,0,0,0
3066,"['el', 'aire', 'acondicionado', 'muy', 'ruidoso', 'el', 'ruido', 'entre', 'anotaciones', 'las', 'paredes', 'necesitan', 'más', 'undulación', 'los', 'alrededores', 'del', 'establecimiento', 'excelente', 'read', 'read', 'less']",2019-01-02,Puerto Rico,es,0,0,0
3067,"['great', 'stay', 'local', 'area', 'perfect', 'proximity', 'theme', 'parks', 'shuttle', 'times', 'that', 'great', '9', 'uber', 'anywhere', 'bathroom', 'could', 'been', 'cleaner', 'read', 'read', 'less']",2019-01-01,,en,4,0,4
3068,"['doskonala', 'obsluga', 'pyszny', 'burger', 'w', 'barze', 'hotelowym', 'dobry', 'wybor', 'win', 'dobry', 'wyjazd', 'z', 'orlando', 'na', 'kierunek', 'ksc', 'read', 'read', 'less']",2019-01-01,,pl,1,0,1
3069,"['had', 'great', 'time', 'staying', 'wyndham', 'rooms', 'amenities', 'clean', 'very', 'nice', 'pools', 'hot', 'tubs', 'wonderful', 'we', 'enjoyed', 'very', 'much', 'daughter', 'loved', 'waterslide', 'we', 'loved', 'convenience', 'having', 'bar', 'grill', 'next', 'the', 'pool', 'overall', 'everything', 'very', 'nice', 'we', 'enjoyed', 'stay', 'lot', 'thank', 'read', 'read', 'less']",2019-01-01,,en,12,0,12
3070,"['pésima', 'experiencia', 'el', 'aseo', 'de', 'las', 'habitaciones', 'lo', 'hacen', 'cuando', 'quieren', 'cambian', 'sabanas', 'frecuentemente', 'si', 'una', 'reclama', 'se', 'enojan', 'solo', 'una', 'persona', 'del', 'aseo', 'mediante', 'petición', 'expresa', 'se', 'preocupó', 'un', 'día', 'de', 'los', '12', 'que', 'estuvimos', 'mi', 'familia', 'yo', 'hospedados', 'hacer', 'aseo', 'general', 'pienso', 'volver', 'ese', 'hotel', 'read', 'read', 'less']",2019-01-01,,es,0,0,0
3071,"['best', 'location', 'the', 'hotel', 'solid', 'good', 'condition', 'good', 'service', 'nice', 'roof', 'top', 'bar', 'the', 'price', 'matches', 'the', 'hotel', 'read', 'read', 'less']",2019-01-01,,en,6,0,6
3072,"['perfectly', 'located', 'accessing', 'of', 'major', 'attractions', 'sites', 'adjacent', 'penn', 'station', 'makes', 'easy', 'finding', 'way', 'back', 'well', 'hotel', 'charming', 'treasure', 'wyndham', 'beautifuly', 'preserved', 'originality', 'form', 'checkin', 'checkout', 'staff', 'friendly', 'helpful', 'room', 'cozy', 'clean', 'comfortable', 'shower', 'excellent', 'water', 'temperature', 'fully', 'adjustable', 'well', 'the', 'heat', 'air', 'conditioning', 'selected', 'view', 'room', 'could', 'have', 'more', 'pleased', 'thank', 'for', 'a', 'wonderful', 'new', 'year', 'eve', 'stay', 'read', 'more', 'read', 'less']",2019-01-01,,en,17,0,17
3073,"['large', 'rooms', 'nyc', 'easy', 'access', 'madison', 'square', 'garden', 'read', 'read', 'less']",2019-01-01,,en,1,0,1
3074,"['room', 'a', 'great', 'view', 'msg', 'empire', 'state', 'building', 'liked', 'the', 'staff', 'alot', 'read', 'read', 'less']",2019-01-01,,en,2,0,2
3075,"['aging', 'some', 'details', 'being', 'repaired', 'carpet', 'really', 'jeopardized', 'stay', 'alérgica', 'people', 'read', 'read', 'less']",2019-01-01,Queretaro mexico,en,0,0,0
3076,"['great', 'price', 'the', 'area', 'convenient', 'get', 'the', 'parks', 'staff', 'very', 'pleasant', 'bathrooms', 'need', 'updating', 'read', 'read', 'less']",2019-01-01,,en,3,0,3
3077,"['dirty', 'dusty', 'muggy', 'rooms', 'hotel', 'needs', 'major', 'updates', 'only', 'plus', 'the', 'service', 'front', 'desk', 'were', 'nice', 'read', 'read', 'less']",2019-01-01,,en,1,2,-1
3078,"['annex', 'rooms', 'non', 'tower', 'extremely', 'dated', 'much', 'say', 'than', 's', 'fine', 'you', 'just', 'looking', 'place', 'sleep', 'night', 'easy', 'access', 'disney', 'spring', 'mini', 'mart', 'site', 'extremely', 'expensive', 'like', 'disney', 'park', 'prices', 'advisable', 'stock', 'on', 'supplies', 'arriving', 'hotel', 'drinks', 'etc', 's', 'a', 'large', 'fridge', 'rooms', 'nice', 'the', 'fitness', 'center', 'is', 'actually', 'pretty', 'decent', 'the', 'pool', 'area', 'very', 'clean', 'played', 'great', 'music', 'never', 'crowded', 'though', 'the', 'temps', 'low', '70s', 'there', 'read', 'read', 'less']",2019-01-01,,en,8,2,6
3079,"['close', 'our', 'daughter', 'home', 'have', 'stayed', 'before', 'noticed', 'did', 'provide', 'hair', 'dryer', 'is', 'nice', 'amenity', 'beds', 'compfy', 'room', 'was', 'quiet', 'read', 'read', 'less']",2019-01-01,,en,3,0,3
3080,"['worth', 'price', 'friendly', 'staff', 'good', 'environment', 'big', 'room', 'space', 'read', 'read', 'less']",2019-01-01,,en,3,0,3
